gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,1,1,1.16577724,1,2,0,0,0,2,2,2,2,2,1,0,0.539695415,4209,No
1,0,1,1,1.61370124,1,2,1,2,0,2,0,2,2,2,1,0,1.355637742,5794,No
0,0,1,1,-0.788800219,1,0,2,1,1,1,1,1,1,0,0,3,-1.527580053,2165,No
0,0,1,1,1.287938331,1,2,2,1,1,1,1,1,1,1,0,3,-1.324840819,1050,No
1,0,1,0,-1.277444584,0,1,0,0,0,0,0,0,0,0,1,2,-1.373032932,1940,Yes
0,0,0,0,-0.91096131,1,0,0,0,2,0,2,0,2,1,0,3,0.004596781,5410,No
0,0,1,1,1.328658694,1,0,0,2,2,2,0,0,0,1,0,0,-0.113390806,3314,No
0,0,1,0,1.206497603,1,2,1,2,2,2,2,2,2,2,0,3,1.634819638,5437,No
0,0,1,0,0.921455057,1,2,0,2,2,2,2,2,2,1,1,2,0.843804266,4167,No
0,0,1,0,-0.300155854,1,2,0,0,2,0,0,0,0,0,0,2,-0.354351371,672,No
1,0,0,0,-1.277444584,0,1,0,2,0,0,0,0,0,0,0,3,-1.165308307,2504,Yes
1,0,0,0,-1.277444584,1,0,0,2,0,0,0,0,0,0,1,1,-0.497265913,4145,No
0,0,1,0,1.084336512,1,2,1,0,2,0,0,2,2,0,0,2,1.207737809,4939,Yes
1,1,1,1,1.287938331,1,2,2,1,1,1,1,1,1,2,1,0,-1.341458789,984,No
1,0,1,0,0.147768147,1,2,1,0,0,0,0,2,2,0,1,0,1.004998575,2981,No
0,0,0,0,-1.196003856,1,2,0,0,0,0,0,0,0,0,1,3,-0.469015364,924,Yes
1,0,1,0,1.16577724,1,2,0,2,0,2,0,0,2,2,1,3,0.170776481,3608,No
1,0,0,1,-0.259435491,0,1,0,0,2,0,0,2,0,1,1,0,-0.824639922,47,No
0,0,0,0,-1.277444584,1,0,0,0,0,0,0,0,2,0,1,2,-0.311144649,4563,Yes
0,1,1,0,-1.277444584,1,2,1,0,2,0,0,2,0,0,1,2,0.858760439,6325,Yes
1,0,1,1,1.450819786,1,0,1,2,2,2,0,2,2,2,1,1,1.27919508,5554,No
1,1,1,0,-1.23672422,1,2,1,0,0,0,0,2,0,0,1,3,0.734125664,1006,Yes
0,0,1,0,1.61370124,1,2,1,2,2,2,2,0,0,2,1,0,0.98007162,5409,No
0,0,1,0,1.572980877,0,1,0,0,0,2,2,0,2,2,1,2,-0.588664748,2838,No
1,0,0,0,1.002895785,1,0,2,1,1,1,1,1,1,2,0,1,-1.469417158,460,No
1,0,0,0,-1.155283493,1,0,2,1,1,1,1,1,1,0,1,3,-1.499329504,5317,No
0,1,0,0,-1.277444584,1,0,1,0,0,0,0,0,0,0,1,2,0.180747263,5505,No
1,0,1,1,1.61370124,1,2,0,2,2,2,2,0,2,2,0,1,0.539695415,4749,No
1,0,1,1,-0.463037309,1,2,0,2,0,0,0,2,2,1,1,0,0.370192121,985,No
0,0,1,1,1.572980877,1,2,2,1,1,1,1,1,1,2,0,0,-1.331488007,1363,No
0,1,1,0,-0.1372744,1,2,1,0,0,2,0,2,2,0,1,0,1.139604132,2550,Yes
0,1,0,0,1.491540149,1,2,1,2,0,2,2,2,2,2,0,1,1.51184666,5756,No
0,0,1,0,1.287938331,1,2,0,2,0,2,2,2,2,2,1,1,0.672639175,4551,No
1,0,0,0,-0.666639128,1,0,2,1,1,1,1,1,1,0,0,1,-1.49600591,2544,No
0,0,0,0,-1.155283493,1,2,2,1,1,1,1,1,1,1,0,2,-1.358076759,6483,No
0,0,0,0,0.799293966,1,2,1,2,2,0,2,2,2,1,1,1,1.5450826,4851,Yes
1,0,0,0,-1.23672422,1,0,0,2,0,2,0,0,0,0,1,3,-0.321115431,249,Yes
1,0,0,0,-1.277444584,1,0,2,1,1,1,1,1,1,0,0,3,-1.489358722,1493,No
1,0,0,0,-0.5851984,0,1,0,0,0,0,0,0,0,0,0,3,-1.316531834,4032,No
0,0,0,0,-1.23672422,1,2,0,0,2,0,0,0,0,0,0,3,-0.352689574,22,No
0,0,1,0,-0.544478037,1,0,0,0,2,0,0,0,2,0,1,3,-0.164906513,255,No
0,0,0,0,0.310649601,1,2,1,0,0,0,0,0,2,0,0,0,0.634417844,3061,No
0,1,1,1,1.369379058,1,2,1,0,2,2,0,2,2,1,1,2,1.334034381,5438,No
1,0,0,0,-0.463037309,1,2,1,0,0,0,0,0,0,0,0,3,0.350250557,1022,No
1,0,0,0,-0.992402038,1,0,0,0,2,0,2,2,0,0,1,2,0.062759676,4359,No
0,0,1,1,1.61370124,1,0,1,2,2,2,2,2,2,2,1,1,1.486919705,5939,No
0,0,0,0,0.636412511,1,2,0,0,2,2,2,2,0,1,1,0,0.302058444,3103,No
1,0,0,0,1.491540149,1,0,2,1,1,1,1,1,1,2,1,0,-1.510962083,830,No
1,0,0,0,1.61370124,1,2,1,2,2,2,2,2,2,2,1,2,1.776072383,6226,No
0,0,0,0,-0.748079855,1,0,0,0,2,0,0,0,0,1,0,1,-0.442426612,5652,No
1,0,0,0,-1.073842765,1,0,0,0,2,0,0,2,0,0,0,2,-0.176539092,3092,No
0,0,1,1,-0.992402038,1,0,2,1,1,1,1,1,1,2,0,0,-1.504314895,1044,No
0,0,0,0,-0.625918764,1,0,2,1,1,1,1,1,1,1,0,3,-1.502653098,2430,No
1,0,0,0,1.328658694,1,2,1,2,0,0,2,0,2,1,0,2,0.956806462,4960,No
0,0,1,1,1.002895785,1,0,0,2,0,2,2,0,0,1,1,3,-0.181524483,2850,No
1,0,1,0,-0.788800219,1,2,1,0,0,2,0,2,2,0,1,1,1.24595914,650,Yes
1,1,0,0,-0.544478037,1,0,1,0,0,2,0,2,2,0,1,1,1.034910921,1303,Yes
0,0,1,0,0.962175421,1,2,1,2,2,2,0,2,2,1,0,0,1.496890487,4988,No
0,0,1,0,-0.748079855,1,0,1,0,0,0,0,0,2,0,1,2,0.443311189,234,No
1,0,1,0,0.799293966,0,1,0,2,0,0,0,0,2,0,1,2,-0.826301719,1654,No
0,0,0,0,1.043616148,1,0,0,2,2,2,2,0,0,2,1,1,0.004596781,3253,No
0,1,0,0,0.595692147,1,2,1,0,2,0,2,2,0,0,1,2,1.006660372,3831,Yes
0,0,0,0,1.410099422,0,1,0,0,0,2,2,2,2,0,1,1,-0.377616529,3097,No
1,0,0,0,-1.23672422,0,1,0,0,0,0,0,0,0,0,1,1,-1.324840819,4143,No
1,1,0,0,-1.073842765,1,0,0,0,0,0,0,0,0,0,0,1,-0.666769207,2398,No
1,0,1,1,1.572980877,1,2,1,2,2,2,2,2,2,2,1,0,1.636481435,6089,No
0,0,1,1,0.554971784,1,0,2,1,1,1,1,1,1,2,0,0,-1.47938794,6305,No
0,0,0,0,-1.114563129,1,0,0,2,0,0,2,0,0,0,0,1,-0.362660356,2242,Yes
1,1,1,0,1.410099422,1,2,1,2,2,0,0,0,0,0,0,0,0.634417844,4625,No
1,0,0,1,-1.196003856,1,0,2,1,1,1,1,1,1,0,0,0,-1.481049737,4231,No
0,0,0,0,-1.196003856,1,0,2,1,1,1,1,1,1,0,0,3,-1.489358722,4780,No
1,1,1,0,0.799293966,1,2,1,2,0,2,0,2,2,0,1,2,1.310769223,4616,Yes
0,0,1,0,0.392090329,1,2,0,0,0,0,0,0,0,0,1,2,-0.48230974,1835,Yes
1,0,1,1,0.717853239,1,0,2,1,1,1,1,1,1,1,1,3,-1.476064346,6415,No
1,1,1,0,-0.381596582,1,0,1,2,2,0,0,0,2,0,1,2,0.838818875,1658,No
0,0,1,1,1.410099422,0,1,0,2,2,2,2,2,0,2,0,1,-0.351027777,3130,No
0,0,0,0,-0.300155854,1,0,1,0,2,2,0,2,2,0,1,2,1.154560305,2003,Yes
0,1,1,0,0.269929238,1,0,1,2,2,0,0,2,2,1,0,3,1.141265929,3318,No
0,0,0,0,1.491540149,1,2,0,2,2,0,2,0,0,2,1,3,0.071068661,3894,No
0,0,0,0,-1.277444584,0,1,0,0,0,0,0,0,0,1,0,3,-1.293266676,2159,No
1,0,0,0,-0.015113308,1,0,1,0,0,0,0,2,2,0,0,2,0.873716612,2479,No
0,0,0,0,-0.951681674,1,0,1,0,0,0,0,0,0,0,0,2,0.207336015,5330,Yes
0,0,0,0,-0.666639128,1,0,1,0,2,2,0,0,2,0,1,1,0.945173883,1024,Yes
1,0,1,1,1.125056876,1,0,2,1,1,1,1,1,1,2,1,0,-1.456122782,499,No
0,0,1,1,1.61370124,1,2,1,0,2,2,2,2,2,2,1,0,1.476948923,5875,No
1,0,1,0,-1.114563129,1,0,2,1,1,1,1,1,1,0,0,3,-1.509300286,474,Yes
0,1,0,0,-0.259435491,1,0,1,2,0,0,0,2,0,0,1,1,0.699227927,1815,No
1,0,0,0,-1.196003856,1,0,2,1,1,1,1,1,1,0,0,3,-1.492682316,5159,Yes
1,0,0,0,-1.23672422,1,0,2,1,1,1,1,1,1,0,1,2,-1.499329504,2696,No
0,0,0,1,-1.23672422,1,0,2,1,1,1,1,1,1,1,0,0,-1.471078955,3256,No
0,0,0,0,0.147768147,1,2,0,2,0,2,2,2,2,1,1,1,0.827186296,2904,No
1,0,0,0,-1.033122401,1,0,1,2,0,0,0,0,0,0,0,3,0.318676414,4456,No
0,1,1,0,1.125056876,0,1,0,0,2,0,0,2,2,2,1,1,-0.508898492,2511,No
0,0,1,0,-0.544478037,1,2,1,0,2,0,0,0,2,0,1,2,0.808906529,1091,No
1,1,1,0,0.51425142,1,2,0,2,0,2,2,0,2,2,0,1,0.345265166,3018,No
1,1,0,0,-1.155283493,1,0,1,0,0,0,0,0,0,0,1,2,0.195703436,2533,No
0,0,1,1,-0.055833672,1,2,1,0,0,2,2,2,2,0,1,2,1.310769223,2823,Yes
1,0,1,1,0.595692147,1,0,1,2,0,2,0,0,2,0,0,2,0.840480672,3531,No
1,0,0,0,-1.277444584,1,0,1,0,0,0,0,0,2,0,1,2,0.48153252,5965,Yes
0,0,0,0,-1.277444584,1,0,0,0,0,0,0,0,0,0,1,0,-0.660122019,3749,Yes
0,0,0,0,-1.277444584,1,0,2,1,1,1,1,1,1,0,0,1,-1.507638489,1482,No
0,1,1,1,1.084336512,1,2,1,0,0,2,0,0,2,0,1,1,0.79727395,4464,No
1,0,1,0,-0.91096131,1,0,1,0,0,0,0,0,0,0,1,2,0.177423669,5260,Yes
1,1,0,0,0.107047783,1,2,1,2,0,0,0,0,2,0,0,1,0.872054815,2764,No
1,0,0,0,-1.155283493,0,1,0,0,0,2,0,0,0,0,1,2,-1.166970104,337,Yes
1,0,1,1,-0.015113308,1,0,1,2,2,0,0,0,2,1,1,2,0.865407627,2628,No
1,0,0,0,0.432810693,1,2,1,0,2,0,0,0,0,0,1,2,0.435002204,2921,Yes
1,0,0,0,-1.155283493,1,0,0,0,0,0,0,0,2,0,0,2,-0.347704183,1552,Yes
0,1,1,0,0.880734693,1,0,2,1,1,1,1,1,1,2,1,3,-1.522594662,65,No
0,1,0,0,-0.870240946,1,2,1,0,0,0,0,2,2,0,1,0,1.009983966,6525,Yes
0,1,0,0,1.369379058,1,2,1,2,0,0,0,2,2,2,1,0,1.250944531,5197,No
1,0,1,1,1.16577724,1,2,1,0,0,2,0,2,2,1,1,2,1.167854681,5064,No
1,0,1,1,1.61370124,1,2,0,2,2,2,2,2,2,2,0,1,0.795612153,5208,No
1,0,1,1,0.473531056,0,1,0,0,0,2,2,2,2,1,1,2,-0.347704183,1952,No
1,0,0,0,0.351369965,1,2,0,0,0,2,0,0,0,0,1,0,-0.301173867,1871,No
1,0,1,0,0.717853239,1,2,1,2,0,2,0,2,2,1,1,2,1.302460238,4385,No
1,0,1,0,0.595692147,1,2,1,2,0,2,2,2,2,1,1,1,1.531788224,4413,Yes
1,0,1,1,-0.992402038,1,0,2,1,1,1,1,1,1,2,0,3,-1.482711534,1130,No
1,0,0,0,-0.5851984,1,0,2,1,1,1,1,1,1,0,0,3,-1.486035128,3100,No
1,0,1,1,1.61370124,1,2,0,2,2,2,2,2,2,2,1,1,0.903628958,5276,No
1,0,0,0,-1.277444584,1,0,1,0,0,0,0,0,2,0,0,2,0.523077445,6020,Yes
0,1,0,0,0.392090329,1,2,0,0,0,2,0,0,0,0,0,2,-0.302835664,2069,No
0,1,0,0,-0.5851984,1,0,1,0,2,0,0,0,0,0,1,2,0.330308993,537,No
0,0,0,1,-0.788800219,1,2,1,0,2,2,0,2,2,1,1,1,1.309107426,544,No
0,0,1,1,1.450819786,1,2,1,0,2,0,2,0,0,1,1,0,0.627770656,4737,No
1,0,0,0,-1.155283493,1,2,1,0,0,0,0,0,0,0,1,0,0.247219143,2651,Yes
1,0,0,0,1.491540149,1,2,1,2,2,2,0,2,2,2,1,1,1.505199472,5744,No
1,0,0,0,-0.625918764,1,0,0,0,0,0,2,0,0,0,0,3,-0.440764815,6328,Yes
1,0,1,1,-0.300155854,1,2,2,1,1,1,1,1,1,2,0,1,-1.304899255,5093,No
1,1,0,0,0.432810693,1,0,1,0,0,0,0,2,2,0,1,3,0.823862702,3299,Yes
0,0,1,1,1.084336512,1,0,2,1,1,1,1,1,1,2,0,1,-1.504314895,411,No
0,1,0,0,-1.114563129,1,0,1,2,2,0,0,0,0,0,0,2,0.529724633,3219,No
1,0,1,1,-0.463037309,1,2,0,2,2,0,2,2,0,1,0,3,0.423369625,1096,Yes
0,0,1,1,1.491540149,1,2,1,2,2,2,2,2,0,1,1,1,1.340681569,5636,No
1,0,0,0,-0.788800219,0,1,0,0,0,0,0,0,0,0,1,0,-1.316531834,2876,No
1,0,1,0,0.392090329,1,2,1,0,2,2,0,2,0,0,1,0,1.01330756,3386,Yes
1,0,1,0,0.799293966,1,2,1,0,2,0,2,0,2,0,1,1,1.026601936,4297,No
1,1,0,0,0.554971784,1,0,1,2,0,0,0,0,2,0,0,2,0.672639175,3392,Yes
1,0,1,0,1.16577724,1,2,0,2,2,2,2,0,2,2,1,0,0.533048227,4104,No
1,0,0,0,-0.1372744,0,1,0,0,0,0,0,0,0,1,1,3,-1.326502616,5947,No
0,0,0,1,-0.300155854,1,0,0,0,2,0,2,0,0,1,1,1,-0.33274801,486,No
0,0,1,1,-1.114563129,1,0,1,0,0,0,2,2,0,0,1,2,0.69756613,3984,Yes
1,0,0,0,-0.707359492,0,1,0,0,0,2,0,2,2,1,0,2,-0.46569177,5426,No
0,0,1,1,-0.544478037,1,0,2,1,1,1,1,1,1,2,0,3,-1.482711534,3309,No
1,0,0,0,0.473531056,1,0,2,1,1,1,1,1,1,2,0,3,-1.486035128,6191,No
0,1,0,0,-1.073842765,1,2,1,0,2,0,0,2,2,0,1,2,1.11301538,4637,Yes
1,0,1,1,1.043616148,1,2,0,2,2,2,2,0,0,2,0,1,0.227277579,3610,No
1,0,1,1,1.206497603,1,0,1,2,2,0,0,0,0,1,1,1,0.554651588,4215,No
0,0,1,1,1.532260513,0,1,0,0,2,2,2,2,2,1,1,0,-0.211436829,3506,No
0,1,0,0,-1.277444584,0,1,0,0,0,0,0,0,0,0,1,3,-1.298252067,2156,Yes
1,0,1,1,-0.91096131,0,1,0,2,2,2,2,0,2,2,0,1,-0.367645747,4362,No
1,0,0,0,-0.259435491,1,0,2,1,1,1,1,1,1,1,1,0,-1.500991301,3990,No
1,0,0,0,1.369379058,1,2,1,0,2,0,0,0,2,0,0,1,0.818877311,4896,No
0,0,1,1,-1.033122401,1,0,1,0,0,0,0,0,0,0,1,2,0.140864135,4280,Yes
1,0,1,1,0.758573602,1,2,1,0,2,0,2,0,0,1,0,0,0.646050423,3655,No
1,0,1,1,1.61370124,1,2,1,2,2,2,2,2,0,2,1,1,1.373917509,5798,No
1,0,0,0,1.328658694,1,2,2,1,1,1,1,1,1,2,0,3,-1.29659027,1140,No
1,0,0,0,-1.23672422,1,0,0,0,0,0,0,0,0,0,0,0,-0.621900688,6019,Yes
1,0,0,1,1.532260513,1,2,0,2,2,0,2,0,0,1,0,0,0.006258578,3881,No
1,0,1,0,1.61370124,1,2,0,0,2,2,2,2,2,2,1,1,0.687595348,5057,No
0,0,1,1,-1.277444584,1,0,2,1,1,1,1,1,1,0,0,3,-1.486035128,1607,No
0,1,1,0,-1.277444584,1,0,1,0,2,0,0,0,0,0,1,3,0.386810091,5823,Yes
0,0,0,0,-1.114563129,1,2,1,0,0,2,0,2,2,0,1,2,1.187796245,4324,Yes
1,0,0,0,-1.196003856,1,0,2,1,1,1,1,1,1,0,0,3,-1.464431767,4704,No
1,0,0,0,1.043616148,1,2,2,1,1,1,1,1,1,2,1,1,-1.311546443,872,No
1,1,1,1,-0.422316946,0,1,0,2,0,0,0,0,2,0,0,3,-0.821316328,6285,Yes
1,1,1,0,0.025607055,1,2,1,0,2,0,0,2,2,0,1,0,1.191119839,2846,No
1,0,0,0,-1.277444584,1,0,1,0,0,0,0,0,0,0,0,2,0.172438278,5455,Yes
1,1,1,0,0.880734693,1,2,1,0,0,0,0,0,0,0,0,0,0.307043835,3354,No
1,0,1,0,1.61370124,1,2,1,0,2,0,0,2,2,2,1,2,1.151236711,5656,No
1,0,0,1,-1.277444584,1,2,1,0,0,0,0,2,2,0,1,2,0.948497477,6390,Yes
1,0,0,0,-1.196003856,1,0,0,0,0,2,0,0,0,0,1,2,-0.518869274,1186,Yes
0,0,1,1,1.61370124,1,2,1,2,2,2,2,0,2,2,0,1,1.418786028,5851,No
0,0,1,1,1.61370124,1,2,0,2,2,2,0,2,2,2,1,1,0.626108859,4883,No
1,1,1,0,0.880734693,1,2,1,0,0,2,0,2,2,0,1,1,1.139604132,4428,No
0,0,1,0,1.084336512,1,2,0,0,2,0,2,2,2,1,1,2,0.509783069,3976,No
1,0,0,0,0.880734693,1,0,0,2,2,0,0,2,0,2,1,0,0.017891157,3048,No
1,0,0,0,1.125056876,1,2,1,0,0,2,0,2,0,2,1,2,0.823862702,4384,No
0,0,1,0,1.125056876,0,1,0,0,2,2,2,2,2,2,0,1,-0.131670573,3120,No
1,0,0,0,-1.196003856,1,2,1,0,0,0,0,0,0,0,0,2,0.323661805,1786,No
0,0,1,0,1.491540149,1,2,1,2,0,0,0,2,2,2,0,0,1.142927726,5423,No
0,0,1,1,-1.277444584,1,0,2,1,1,1,1,1,1,0,0,2,-1.51262388,1480,No
1,0,1,1,0.717853239,0,1,0,2,0,0,0,2,0,0,1,1,-0.841257892,1656,No
0,0,0,0,0.962175421,0,1,0,0,0,0,0,2,2,0,1,1,-0.661783816,2220,No
0,0,1,0,1.125056876,1,0,1,2,0,0,2,2,2,2,1,2,1.078117643,4649,No
1,1,1,0,1.491540149,1,2,1,2,0,2,2,2,2,1,1,3,1.521817442,5831,No
0,0,0,0,-1.277444584,0,1,0,0,0,0,0,0,2,0,0,3,-0.987496028,3029,Yes
0,1,0,0,-1.277444584,1,0,1,0,2,0,0,0,0,0,1,2,0.273807895,5662,Yes
0,0,1,0,-1.196003856,1,0,2,1,1,1,1,1,1,0,1,3,-1.491020519,3823,No
1,0,1,1,1.125056876,1,0,0,0,2,0,2,2,2,2,0,0,0.405089858,3874,No
0,0,0,0,-0.788800219,0,1,0,0,0,2,2,0,0,2,0,3,-0.975863449,3827,No
1,0,1,1,1.206497603,1,0,2,1,1,1,1,1,1,2,0,0,-1.472740752,541,No
0,0,0,0,0.51425142,1,2,1,2,2,0,0,0,2,1,0,0,1.06316147,3769,No
0,0,0,0,-0.300155854,0,1,0,0,0,2,2,2,2,1,0,2,-0.351027777,778,No
1,0,0,0,0.473531056,1,0,1,0,0,2,2,2,2,2,0,0,1.174501869,3715,No
0,0,0,0,-1.23672422,1,0,0,0,0,0,0,0,0,0,1,3,-0.64848944,5715,No
1,1,0,0,0.025607055,1,2,1,0,2,2,0,0,0,0,1,1,0.634417844,2356,Yes
0,0,0,0,-1.277444584,1,0,1,0,0,0,0,0,0,0,1,2,0.177423669,5503,Yes
0,0,0,0,-0.422316946,1,0,2,1,1,1,1,1,1,1,0,0,-1.459446376,3828,No
0,0,0,0,0.107047783,0,1,0,0,0,2,2,0,0,0,1,3,-1.040673532,328,No
0,0,1,1,-0.1372744,1,0,2,1,1,1,1,1,1,2,0,3,-1.481049737,4620,No
1,1,1,0,-0.218715127,1,2,1,2,0,2,0,0,0,1,1,2,0.702551521,1856,No
1,0,0,1,0.880734693,1,0,0,0,2,2,2,0,0,1,1,2,-0.125023385,2855,No
0,1,0,0,-1.23672422,1,0,1,0,0,0,0,0,0,0,1,2,0.195703436,771,Yes
1,0,0,0,1.002895785,1,2,1,0,0,0,0,2,0,1,1,2,0.735787461,4185,No
1,0,0,0,1.206497603,1,2,0,2,2,2,2,0,0,2,0,0,0.154158511,3614,No
0,0,1,1,-0.707359492,1,0,2,1,1,1,1,1,1,1,0,1,-1.476064346,2909,No
1,0,0,0,-1.23672422,1,0,2,1,1,1,1,1,1,0,0,3,-1.476064346,2861,Yes
0,0,1,0,1.532260513,1,2,1,0,0,2,2,2,2,2,1,0,1.314092817,5619,No
0,0,1,1,-0.463037309,1,0,0,0,0,0,0,0,0,0,1,2,-0.658460222,6381,No
0,0,0,1,-0.381596582,1,0,0,0,0,0,2,0,0,1,1,2,-0.508898492,227,No
1,0,0,0,-1.073842765,1,0,2,1,1,1,1,1,1,1,0,3,-1.467755361,298,No
1,0,1,1,-1.155283493,1,0,2,1,1,1,1,1,1,2,0,1,-1.502653098,5382,No
0,0,0,0,-1.196003856,1,0,1,2,0,2,0,2,2,0,1,1,1.137942335,2477,Yes
0,0,0,0,-0.381596582,1,2,1,0,0,0,0,2,2,0,1,2,0.955144665,1976,No
1,0,0,0,-0.259435491,0,1,0,2,0,0,2,2,2,1,0,1,-0.339395198,657,No
0,0,0,1,-0.992402038,1,0,2,1,1,1,1,1,1,0,0,3,-1.486035128,1103,No
1,0,0,0,-0.259435491,1,2,1,0,0,0,0,0,2,0,1,2,0.637741438,1890,Yes
1,0,0,0,-1.23672422,1,2,1,0,2,0,0,0,0,0,1,2,0.488179708,834,No
1,0,0,0,1.410099422,1,2,1,2,2,2,2,2,2,2,0,1,1.709600503,5894,Yes
0,0,1,0,1.572980877,1,2,1,0,0,0,0,2,2,2,1,0,0.961791853,5254,Yes
0,0,0,0,1.084336512,1,2,0,2,2,2,2,0,2,1,0,1,0.501474084,4045,No
1,0,1,1,0.269929238,1,2,1,0,0,2,0,2,2,1,0,2,1.171178275,3282,No
1,0,0,1,-0.463037309,1,0,2,1,1,1,1,1,1,2,0,3,-1.500991301,3393,No
1,0,0,0,-1.277444584,1,0,2,1,1,1,1,1,1,0,0,3,-1.497667707,1488,Yes
0,0,1,1,0.636412511,1,0,2,1,1,1,1,1,1,2,0,0,-1.481049737,58,No
0,1,1,0,-0.055833672,0,1,0,2,2,2,0,0,2,1,1,1,-0.477324349,1032,No
0,0,1,1,1.287938331,1,2,1,2,2,2,2,2,2,1,0,2,1.614878074,5631,No
1,0,1,1,0.554971784,1,2,1,0,2,0,0,0,0,0,1,0,0.506459475,3233,No
0,0,0,0,0.799293966,1,2,0,0,0,2,2,2,2,2,1,0,0.538033618,3611,No
0,0,1,1,1.410099422,1,2,2,1,1,1,1,1,1,2,1,3,-1.324840819,1174,No
0,1,0,0,1.410099422,1,2,0,0,2,0,0,0,0,0,0,2,-0.327762619,3208,No
0,0,0,0,-1.114563129,1,2,1,0,0,0,0,0,0,0,0,2,0.358559542,3523,Yes
0,0,1,0,1.572980877,1,2,1,0,2,2,2,2,2,2,0,2,1.47861072,5872,No
0,0,0,0,-0.951681674,1,0,1,0,0,0,0,2,0,0,1,0,0.428355016,5599,Yes
0,1,0,0,-0.259435491,1,2,1,2,2,0,0,0,2,0,1,2,1.004998575,2143,Yes
1,0,0,0,1.572980877,1,2,1,2,2,2,2,2,2,1,1,0,1.712924097,6140,No
0,0,0,0,-0.015113308,1,0,2,1,1,1,1,1,1,0,0,0,-1.491020519,4921,No
0,0,0,0,-1.23672422,1,0,1,0,0,0,0,0,0,0,0,2,0.185732654,709,No
0,0,1,0,1.572980877,1,2,2,1,1,1,1,1,1,2,0,1,-1.301575661,1463,No
0,0,0,0,1.125056876,0,1,0,2,0,2,0,0,2,1,1,2,-0.675078192,2405,No
0,1,0,0,0.921455057,1,2,1,0,0,2,0,2,2,1,1,2,1.176163666,4497,No
1,0,0,0,0.880734693,1,0,1,2,2,0,2,2,2,1,1,1,1.350652351,4672,Yes
1,0,0,0,-1.23672422,1,0,1,0,0,2,0,2,2,0,1,2,1.033249124,1573,Yes
0,0,0,0,-1.073842765,1,2,1,0,0,0,0,0,0,0,1,3,0.302058444,3423,No
0,0,1,1,0.636412511,1,0,0,2,2,2,0,0,2,2,1,1,0.177423669,2815,No
1,0,1,1,1.247217967,1,2,2,1,1,1,1,1,1,2,0,3,-1.31320824,1023,No
1,0,0,0,-1.277444584,1,2,1,0,2,0,0,0,0,0,1,2,0.478208926,5963,Yes
1,0,0,1,-0.829520583,1,0,2,1,1,1,1,1,1,0,0,1,-1.452799188,1992,No
1,1,1,0,0.880734693,0,1,0,0,0,0,0,0,0,0,1,0,-1.323179022,661,No
0,0,1,1,-0.096554036,1,0,0,0,0,2,2,2,0,1,1,2,-0.008697595,1592,No
0,0,1,0,-0.096554036,1,0,2,1,1,1,1,1,1,0,0,0,-1.499329504,5237,Yes
0,0,0,0,-1.155283493,1,0,1,0,0,0,0,2,0,0,1,2,0.473223535,2634,Yes
0,0,0,0,0.310649601,1,2,1,0,0,2,2,2,2,1,1,1,1.368932118,3687,No
0,0,1,1,-0.951681674,1,0,1,0,0,0,2,0,0,0,1,2,0.368530324,5195,No
0,0,1,1,-0.625918764,1,0,1,2,0,0,2,2,0,0,0,2,0.900305364,1026,Yes
0,0,0,0,1.206497603,0,1,0,0,2,2,0,0,2,2,1,1,-0.703328741,2387,No
1,0,0,0,-0.177994763,1,0,1,0,2,0,2,2,0,1,1,0,0.8803638,2132,No
0,0,0,0,1.532260513,1,2,0,2,2,2,2,2,2,2,0,1,0.83050989,5133,No
0,0,0,0,0.554971784,1,0,1,0,2,2,2,2,2,2,1,0,1.317416411,4155,No
0,0,1,0,-0.381596582,1,2,1,0,0,2,0,0,2,0,0,3,0.843804266,1677,No
1,0,1,1,0.595692147,0,1,0,2,0,2,2,0,0,1,0,2,-0.813007343,1335,No
1,0,1,1,1.450819786,1,0,1,2,2,2,0,2,2,2,1,0,1.34566696,5613,No
0,1,0,0,1.125056876,1,2,1,0,0,2,2,2,2,1,1,2,1.370593915,5181,Yes
0,0,0,1,1.410099422,1,2,1,0,2,0,2,2,2,2,1,2,1.304122035,5538,No
0,0,0,0,-0.748079855,1,0,0,0,0,0,2,2,2,0,1,2,0.162467496,6374,No
1,0,1,1,1.002895785,1,2,1,0,0,0,0,0,0,0,1,2,0.317014617,3437,No
0,0,1,1,0.921455057,1,2,1,2,0,0,0,2,2,1,0,3,1.201090621,4527,No
1,0,0,0,-1.277444584,1,0,2,1,1,1,1,1,1,0,1,3,-1.47938794,1611,No
1,0,0,1,-1.277444584,1,0,0,0,0,0,2,0,0,0,1,3,-0.493942319,4147,Yes
1,0,0,0,-0.381596582,1,2,1,0,0,2,2,2,0,0,1,1,1.068146861,1713,No
0,0,0,0,-0.788800219,1,2,1,2,0,0,0,2,2,0,1,2,1.182810854,649,Yes
1,0,1,0,0.595692147,1,2,1,0,2,2,0,2,2,0,1,2,1.307445629,4320,No
1,0,0,0,0.229208874,1,0,2,1,1,1,1,1,1,1,0,3,-1.484373331,5670,No
0,1,1,0,0.229208874,1,2,1,0,0,0,0,0,0,0,1,0,0.338617978,2476,Yes
